test_object,true_type,classified_as,decision_value,material_name,rigidity,glossiness,decision_value_norm,Glossiness,Rigidity,Enviroment_Map,Texture,init_rot,end_rot,Force,disp_scale,disp_depth,glossID,rigidID,type_truncted,type8way,detail
288,0,0,-7.595855844,"shiny_rigid_machineShop_None_[48, 0, 0]_[-48, -56, 38]_None_1.861_2_19",rigid,shiny,-0.405239423,shiny,rigid,machineShop,None,"[48, 0, 0]","[-48, -56, 38]",None,1.861,2,0,0,2,1,1
300,0,0,-7.583473199,"shiny_rigid_lobby_None_[90, 0, 0]_[56, 47, 48]_None_1.077_0_10",rigid,shiny,-0.404783279,shiny,rigid,lobby,None,"[90, 0, 0]","[56, 47, 48]",None,1.077,0,0,0,2,1,1
306,0,0,-7.535528431,"shiny_rigid_lobby_None_[68, 0, 0]_[32, 0, -35]_None_1.718_2_14",rigid,shiny,-0.403017119,shiny,rigid,lobby,None,"[68, 0, 0]","[32, 0, -35]",None,1.718,2,0,0,2,1,1
339,0,0,-7.513421192,"shiny_rigid_gothicManor_None_[16, 0, 0]_[0, -53, -31]_None_1.998_1_8",rigid,shiny,-0.402202747,shiny,rigid,gothicManor,None,"[16, 0, 0]","[0, -53, -31]",None,1.998,1,0,0,2,1,1
26,0,0,-7.495849669,"shiny_soft_uenoShrine_None_[61, 0, 0]_[61, 0, 0]_CHARGE_1.439_1_3",soft,shiny,-0.401555458,shiny,soft,uenoShrine,None,"[61, 0, 0]","[61, 0, 0]",CHARGE,1.439,1,0,1,1,-1,-1
211,0,0,-7.466524556,"shiny_rigid_uffizi_None_[41, 0, 0]_[-57, 40, -39]_None_0.831_0_3",rigid,shiny,-0.400475198,shiny,rigid,uffizi,None,"[41, 0, 0]","[-57, 40, -39]",None,0.831,0,0,0,2,1,1
74,0,0,-7.434868653,"shiny_soft_rnl_None_[36, 0, 0]_[36, 0, 0]_VORTEX_1.716_1_11",soft,shiny,-0.399309077,shiny,soft,rnl,None,"[36, 0, 0]","[36, 0, 0]",VORTEX,1.716,1,0,1,1,-1,-1
342,0,0,-7.411913539,"shiny_rigid_galileo_None_[80, 0, 0]_[41, -40, -35]_None_1.02_0_0",rigid,shiny,-0.398463471,shiny,rigid,galileo,None,"[80, 0, 0]","[41, -40, -35]",None,1.02,0,0,0,2,1,1
324,0,0,-7.397829922,"shiny_rigid_gothicManor_None_[66, 0, 0]_[0, -48, 34]_None_1.869_1_15",rigid,shiny,-0.397944668,shiny,rigid,gothicManor,None,"[66, 0, 0]","[0, -48, 34]",None,1.869,1,0,0,2,1,1
388,0,0,-7.364272001,"shiny_rigid_abandoned_None_[47, 0, 0]_[0, 47, -35]_None_1.52_2_18",rigid,shiny,-0.396708482,shiny,rigid,abandoned,None,"[47, 0, 0]","[0, 47, -35]",None,1.52,2,0,0,2,1,1
205,0,0,-7.296180565,"shiny_rigid_uffizi_None_[65, 0, 0]_[-55, 38, -50]_None_1.586_1_9",rigid,shiny,-0.394200172,shiny,rigid,uffizi,None,"[65, 0, 0]","[-55, 38, -50]",None,1.586,1,0,0,2,1,1
227,0,0,-7.278689925,"shiny_rigid_uenoShrine_None_[62, 0, 0]_[51, 43, 0]_None_1.016_0_18",rigid,shiny,-0.393555863,shiny,rigid,uenoShrine,None,"[62, 0, 0]","[51, 43, 0]",None,1.016,0,0,0,2,1,1
322,0,0,-7.255413044,"shiny_rigid_gothicManor_None_[72, 0, 0]_[0, -47, 0]_None_1.881_2_1",rigid,shiny,-0.392698404,shiny,rigid,gothicManor,None,"[72, 0, 0]","[0, -47, 0]",None,1.881,2,0,0,2,1,1
331,0,0,-7.242640582,"shiny_rigid_gothicManor_None_[53, 0, 0]_[-46, -57, 43]_None_1.427_1_13",rigid,shiny,-0.3922279,shiny,rigid,gothicManor,None,"[53, 0, 0]","[-46, -57, 43]",None,1.427,1,0,0,2,1,1
107,0,0,-7.234463441,"shiny_soft_lobby_None_[63, 0, 0]_[63, 0, 0]_WIND_1.957_2_17",soft,shiny,-0.391926676,shiny,soft,lobby,None,"[63, 0, 0]","[63, 0, 0]",WIND,1.957,2,0,1,1,-1,-1
91,0,0,-7.200963786,"shiny_soft_machineShop_None_[26, 0, 0]_[26, 0, 0]_DRAG_1.548_1_9",soft,shiny,-0.390692636,shiny,soft,machineShop,None,"[26, 0, 0]","[26, 0, 0]",DRAG,1.548,1,0,1,1,-1,-1
218,0,0,-7.181947868,"shiny_rigid_uffizi_None_[12, 0, 0]_[-29, 49, 45]_None_0.84_0_11",rigid,shiny,-0.38999214,shiny,rigid,uffizi,None,"[12, 0, 0]","[-29, 49, 45]",None,0.84,0,0,0,2,1,1
286,0,0,-7.170470722,"shiny_rigid_machineShop_None_[61, 0, 0]_[0, -29, -37]_None_0.924_0_1",rigid,shiny,-0.389569352,shiny,rigid,machineShop,None,"[61, 0, 0]","[0, -29, -37]",None,0.924,0,0,0,2,1,1
258,0,0,-7.157368435,"shiny_rigid_royalEsp_None_[17, 0, 0]_[27, 39, -31]_None_1.37_1_14",rigid,shiny,-0.389086698,shiny,rigid,royalEsp,None,"[17, 0, 0]","[27, 39, -31]",None,1.37,1,0,0,2,1,1
48,0,0,-7.143567581,"shiny_soft_royalEsp_None_[6, 0, 0]_[6, 0, 0]_TURBULENCE_1.018_0_6",soft,shiny,-0.388578311,shiny,soft,royalEsp,None,"[6, 0, 0]","[6, 0, 0]",TURBULENCE,1.018,0,0,1,1,-1,-1
325,0,0,-7.13022811,"shiny_rigid_gothicManor_None_[66, 0, 0]_[-54, -36, -30]_None_1.602_1_17",rigid,shiny,-0.38808692,shiny,rigid,gothicManor,None,"[66, 0, 0]","[-54, -36, -30]",None,1.602,1,0,0,2,1,1
267,0,0,-7.098355667,"shiny_rigid_rnl_None_[57, 0, 0]_[28, 33, 0]_None_1.047_0_17",rigid,shiny,-0.386912823,shiny,rigid,rnl,None,"[57, 0, 0]","[28, 33, 0]",None,1.047,0,0,0,2,1,1
250,0,0,-7.08518486,"shiny_rigid_royalEsp_None_[53, 0, 0]_[-54, 44, -36]_None_1.362_0_2",rigid,shiny,-0.386427645,shiny,rigid,royalEsp,None,"[53, 0, 0]","[-54, 44, -36]",None,1.362,0,0,0,2,1,1
386,0,0,-7.067067905,"shiny_rigid_abandoned_None_[54, 0, 0]_[-56, -48, -43]_None_1.327_0_17",rigid,shiny,-0.385760264,shiny,rigid,abandoned,None,"[54, 0, 0]","[-56, -48, -43]",None,1.327,0,0,0,2,1,1
43,0,0,-7.062714441,"shiny_soft_royalEsp_None_[65, 0, 0]_[65, 0, 0]_FORCE_1.926_1_17",soft,shiny,-0.385599893,shiny,soft,royalEsp,None,"[65, 0, 0]","[65, 0, 0]",FORCE,1.926,1,0,1,1,-1,-1
396,0,0,-7.059804578,"shiny_rigid_abandoned_None_[23, 0, 0]_[50, 55, 0]_None_1.265_1_15",rigid,shiny,-0.385492702,shiny,rigid,abandoned,None,"[23, 0, 0]","[50, 55, 0]",None,1.265,1,0,0,2,1,1
303,0,0,-7.051084726,"shiny_rigid_lobby_None_[75, 0, 0]_[37, 42, 56]_None_0.879_0_18",rigid,shiny,-0.385171485,shiny,rigid,lobby,None,"[75, 0, 0]","[37, 42, 56]",None,0.879,0,0,0,2,1,1
215,0,0,-7.032289195,"shiny_rigid_uffizi_None_[3, 0, 0]_[-32, -46, -51]_None_1.084_0_16",rigid,shiny,-0.384479107,shiny,rigid,uffizi,None,"[3, 0, 0]","[-32, -46, -51]",None,1.084,0,0,0,2,1,1
321,0,0,-7.028203016,"shiny_rigid_gothicManor_None_[75, 0, 0]_[-36, -57, -37]_None_1.097_0_16",rigid,shiny,-0.384328583,shiny,rigid,gothicManor,None,"[75, 0, 0]","[-36, -57, -37]",None,1.097,0,0,0,2,1,1
349,0,0,-7.013371357,"shiny_rigid_galileo_None_[61, 0, 0]_[-56, -57, 33]_None_0.826_0_18",rigid,shiny,-0.383782224,shiny,rigid,galileo,None,"[61, 0, 0]","[-56, -57, 33]",None,0.826,0,0,0,2,1,1
367,0,0,-7.003398163,"shiny_rigid_castel_None_[70, 0, 0]_[38, 44, -45]_None_1.65_2_15",rigid,shiny,-0.383414838,shiny,rigid,castel,None,"[70, 0, 0]","[38, 44, -45]",None,1.65,2,0,0,2,1,1
390,0,0,-6.999042613,"shiny_rigid_abandoned_None_[37, 0, 0]_[-55, 29, 52]_None_0.89_0_19",rigid,shiny,-0.383254391,shiny,rigid,abandoned,None,"[37, 0, 0]","[-55, 29, 52]",None,0.89,0,0,0,2,1,1
42,0,0,-6.995965525,"shiny_soft_royalEsp_None_[73, 0, 0]_[73, 0, 0]_CHARGE_1.446_1_7",soft,shiny,-0.383141039,shiny,soft,royalEsp,None,"[73, 0, 0]","[73, 0, 0]",CHARGE,1.446,1,0,1,1,-1,-1
242,0,0,-6.993008599,"shiny_rigid_royalEsp_None_[8, 0, 0]_[48, -58, -57]_None_1.378_1_3",rigid,shiny,-0.383032113,shiny,rigid,royalEsp,None,"[8, 0, 0]","[48, -58, -57]",None,1.378,1,0,0,2,1,1
41,0,0,-6.961164688,"shiny_soft_royalEsp_None_[85, 0, 0]_[85, 0, 0]_VORTEX_1.34_0_13",soft,shiny,-0.381859067,shiny,soft,royalEsp,None,"[85, 0, 0]","[85, 0, 0]",VORTEX,1.34,0,0,1,1,-1,-1
346,0,0,-6.951561508,"shiny_rigid_galileo_None_[68, 0, 0]_[0, 33, -39]_None_1.413_1_17",rigid,shiny,-0.381505311,shiny,rigid,galileo,None,"[68, 0, 0]","[0, 33, -39]",None,1.413,1,0,0,2,1,1
317,0,0,-6.945549348,"shiny_rigid_lobby_None_[17, 0, 0]_[0, 33, 46]_None_1.344_0_2",rigid,shiny,-0.381283839,shiny,rigid,lobby,None,"[17, 0, 0]","[0, 33, 46]",None,1.344,0,0,0,2,1,1
73,0,0,-6.924766701,"shiny_soft_rnl_None_[37, 0, 0]_[37, 0, 0]_CHARGE_1.236_0_16",soft,shiny,-0.380518261,shiny,soft,rnl,None,"[37, 0, 0]","[37, 0, 0]",CHARGE,1.236,0,0,1,1,-1,-1
320,0,0,-6.795594957,"shiny_rigid_gothicManor_None_[85, 0, 0]_[56, -34, 0]_None_1.511_1_18",rigid,shiny,-0.375759913,shiny,rigid,gothicManor,None,"[85, 0, 0]","[56, -34, 0]",None,1.511,1,0,0,2,1,1
247,0,0,-6.767468181,"shiny_rigid_royalEsp_None_[63, 0, 0]_[45, -38, 46]_None_1.217_0_17",rigid,shiny,-0.374723797,shiny,rigid,royalEsp,None,"[63, 0, 0]","[45, -38, 46]",None,1.217,0,0,0,2,1,1
123,0,0,-6.696892537,"shiny_soft_gothicManor_None_[8, 0, 0]_[8, 0, 0]_TURBULENCE_0.984_0_15",soft,shiny,-0.372123975,shiny,soft,gothicManor,None,"[8, 0, 0]","[8, 0, 0]",TURBULENCE,0.984,0,0,1,1,-1,-1
55,0,0,-6.671815192,"shiny_soft_royalEsp_None_[36, 0, 0]_[36, 0, 0]_WIND_0.985_0_0",soft,shiny,-0.371200192,shiny,soft,royalEsp,None,"[36, 0, 0]","[36, 0, 0]",WIND,0.985,0,0,1,1,-1,-1
143,0,0,-6.657284021,"shiny_soft_galileo_None_[86, 0, 0]_[86, 0, 0]_FLUID_1.778_2_2",soft,shiny,-0.370664901,shiny,soft,galileo,None,"[86, 0, 0]","[86, 0, 0]",FLUID,1.778,2,0,1,1,-1,-1
334,0,0,-6.655803487,"shiny_rigid_gothicManor_None_[47, 0, 0]_[27, -44, -49]_None_1.8_1_0",rigid,shiny,-0.370610362,shiny,rigid,gothicManor,None,"[47, 0, 0]","[27, -44, -49]",None,1.8,1,0,0,2,1,1
237,0,0,-6.64460013,"shiny_rigid_uenoShrine_None_[21, 0, 0]_[0, -38, -42]_None_1.405_1_0",rigid,shiny,-0.37019766,shiny,rigid,uenoShrine,None,"[21, 0, 0]","[0, -38, -42]",None,1.405,1,0,0,2,1,1
263,0,0,-6.559860306,"shiny_rigid_rnl_None_[67, 0, 0]_[47, -55, -35]_None_1.4_1_16",rigid,shiny,-0.367076068,shiny,rigid,rnl,None,"[67, 0, 0]","[47, -55, -35]",None,1.4,1,0,0,2,1,1
379,0,0,-6.550306421,"shiny_rigid_castel_None_[15, 0, 0]_[56, -55, 28]_None_1.748_2_3",rigid,shiny,-0.366724128,shiny,rigid,castel,None,"[15, 0, 0]","[56, -55, 28]",None,1.748,2,0,0,2,1,1
51,0,0,-6.49005762,"shiny_soft_royalEsp_None_[51, 0, 0]_[51, 0, 0]_MAGNET_1.808_2_18",soft,shiny,-0.36450472,shiny,soft,royalEsp,None,"[51, 0, 0]","[51, 0, 0]",MAGNET,1.808,2,0,1,1,-1,-1
241,0,0,-6.471412493,"shiny_rigid_royalEsp_None_[81, 0, 0]_[35, 51, -38]_None_1.046_0_6",rigid,shiny,-0.363817882,shiny,rigid,royalEsp,None,"[81, 0, 0]","[35, 51, -38]",None,1.046,0,0,0,2,1,1
206,0,0,-6.443128359,"shiny_rigid_uffizi_None_[65, 0, 0]_[-51, -29, -39]_None_1.114_0_13",rigid,shiny,-0.362775969,shiny,rigid,uffizi,None,"[65, 0, 0]","[-51, -29, -39]",None,1.114,0,0,0,2,1,1
154,0,0,-6.437887413,"shiny_soft_galileo_None_[34, 0, 0]_[34, 0, 0]_FORCE_1.609_1_19",soft,shiny,-0.362582907,shiny,soft,galileo,None,"[34, 0, 0]","[34, 0, 0]",FORCE,1.609,1,0,1,1,-1,-1
223,0,0,-6.407938986,"shiny_rigid_uenoShrine_None_[87, 0, 0]_[40, -40, 0]_None_1.461_1_3",rigid,shiny,-0.361479685,shiny,rigid,uenoShrine,None,"[87, 0, 0]","[40, -40, 0]",None,1.461,1,0,0,2,1,1
44,0,0,-6.283266529,"shiny_soft_royalEsp_None_[63, 0, 0]_[63, 0, 0]_TURBULENCE_1.303_1_9",soft,shiny,-0.356887079,shiny,soft,royalEsp,None,"[63, 0, 0]","[63, 0, 0]",TURBULENCE,1.303,1,0,1,1,-1,-1
385,0,0,-6.243965342,"shiny_rigid_abandoned_None_[59, 0, 0]_[-37, 45, 36]_None_1.49_1_2",rigid,shiny,-0.355439327,shiny,rigid,abandoned,None,"[59, 0, 0]","[-37, 45, 36]",None,1.49,1,0,0,2,1,1
52,0,0,-6.241040416,"shiny_soft_royalEsp_None_[51, 0, 0]_[51, 0, 0]_CHARGE_1.53_2_8",soft,shiny,-0.35533158,shiny,soft,royalEsp,None,"[51, 0, 0]","[51, 0, 0]",CHARGE,1.53,2,0,1,1,-1,-1
104,0,0,-6.237841884,"shiny_soft_lobby_None_[71, 0, 0]_[71, 0, 0]_DRAG_0.981_0_3",soft,shiny,-0.355213755,shiny,soft,lobby,None,"[71, 0, 0]","[71, 0, 0]",DRAG,0.981,0,0,1,1,-1,-1
208,0,0,-6.215884333,"shiny_rigid_uffizi_None_[59, 0, 0]_[-30, -29, -46]_None_1.616_2_7",rigid,shiny,-0.354404896,shiny,rigid,uffizi,None,"[59, 0, 0]","[-30, -29, -46]",None,1.616,2,0,0,2,1,1
360,0,0,-6.209689694,"shiny_rigid_castel_None_[88, 0, 0]_[0, -33, 51]_None_1.308_1_7",rigid,shiny,-0.354176702,shiny,rigid,castel,None,"[88, 0, 0]","[0, -33, 51]",None,1.308,1,0,0,2,1,1
162,0,0,-6.170281001,"shiny_soft_castel_None_[74, 0, 0]_[74, 0, 0]_FLUID_1.012_0_9",soft,shiny,-0.352724989,shiny,soft,castel,None,"[74, 0, 0]","[74, 0, 0]",FLUID,1.012,0,0,1,1,-1,-1
157,0,0,-6.143790975,"shiny_soft_galileo_None_[10, 0, 0]_[10, 0, 0]_LENNARDJ_1.745_1_13",soft,shiny,-0.351749166,shiny,soft,galileo,None,"[10, 0, 0]","[10, 0, 0]",LENNARDJ,1.745,1,0,1,1,-1,-1
262,0,0,-6.137692016,"shiny_rigid_rnl_None_[70, 0, 0]_[56, -53, 53]_None_1.059_0_4",rigid,shiny,-0.351524496,shiny,rigid,rnl,None,"[70, 0, 0]","[56, -53, 53]",None,1.059,0,0,0,2,1,1
141,0,0,-6.069618044,"shiny_soft_galileo_None_[90, 0, 0]_[90, 0, 0]_CHARGE_1.876_1_17",soft,shiny,-0.34901683,shiny,soft,galileo,None,"[90, 0, 0]","[90, 0, 0]",CHARGE,1.876,1,0,1,1,-1,-1
355,0,0,-6.054996988,"shiny_rigid_galileo_None_[26, 0, 0]_[27, -47, 0]_None_1.355_1_13",rigid,shiny,-0.348478229,shiny,rigid,galileo,None,"[26, 0, 0]","[27, -47, 0]",None,1.355,1,0,0,2,1,1
14,0,0,-6.006823269,"shiny_soft_uffizi_None_[3, 0, 0]_[3, 0, 0]_MAGNET_1.179_0_19",soft,shiny,-0.346703635,shiny,soft,uffizi,None,"[3, 0, 0]","[3, 0, 0]",MAGNET,1.179,0,0,1,1,-1,-1
230,0,0,-5.948495643,"shiny_rigid_uenoShrine_None_[54, 0, 0]_[-52, -58, -43]_None_1.029_0_12",rigid,shiny,-0.344554999,shiny,rigid,uenoShrine,None,"[54, 0, 0]","[-52, -58, -43]",None,1.029,0,0,0,2,1,1
312,0,0,-5.925465564,"shiny_rigid_lobby_None_[32, 0, 0]_[42, 0, -48]_None_1.722_1_12",rigid,shiny,-0.343706631,shiny,rigid,lobby,None,"[32, 0, 0]","[42, 0, -48]",None,1.722,1,0,0,2,1,1
279,0,0,-5.916219107,"shiny_rigid_rnl_None_[11, 0, 0]_[-58, 44, -41]_None_1.51_2_0",rigid,shiny,-0.343366016,shiny,rigid,rnl,None,"[11, 0, 0]","[-58, 44, -41]",None,1.51,2,0,0,2,1,1
246,0,0,-5.901629119,"shiny_rigid_royalEsp_None_[64, 0, 0]_[52, -36, 35]_None_1.298_0_5",rigid,shiny,-0.342828559,shiny,rigid,royalEsp,None,"[64, 0, 0]","[52, -36, 35]",None,1.298,0,0,0,2,1,1
304,0,0,-5.897771045,"shiny_rigid_lobby_None_[75, 0, 0]_[-31, -44, 43]_None_1.104_0_11",rigid,shiny,-0.342686438,shiny,rigid,lobby,None,"[75, 0, 0]","[-31, -44, 43]",None,1.104,0,0,0,2,1,1
103,0,0,-5.880698576,"shiny_soft_lobby_None_[71, 0, 0]_[71, 0, 0]_MAGNET_0.948_0_4",soft,shiny,-0.342057533,shiny,soft,lobby,None,"[71, 0, 0]","[71, 0, 0]",MAGNET,0.948,0,0,1,1,-1,-1
393,0,0,-5.868689024,"shiny_rigid_abandoned_None_[28, 0, 0]_[-44, -43, -51]_None_1.467_0_16",rigid,shiny,-0.341615133,shiny,rigid,abandoned,None,"[28, 0, 0]","[-44, -43, -51]",None,1.467,0,0,0,2,1,1
383,0,0,-5.852729979,"shiny_rigid_abandoned_None_[77, 0, 0]_[-30, 51, 0]_None_1.288_1_13",rigid,shiny,-0.341027243,shiny,rigid,abandoned,None,"[77, 0, 0]","[-30, 51, 0]",None,1.288,1,0,0,2,1,1
177,0,0,-5.849928486,"shiny_soft_castel_None_[22, 0, 0]_[22, 0, 0]_LENNARDJ_1.166_0_13",soft,shiny,-0.340924044,shiny,soft,castel,None,"[22, 0, 0]","[22, 0, 0]",LENNARDJ,1.166,0,0,1,1,-1,-1
233,0,0,-5.824630939,"shiny_rigid_uenoShrine_None_[43, 0, 0]_[34, 49, -56]_None_1.33_1_19",rigid,shiny,-0.339992148,shiny,rigid,uenoShrine,None,"[43, 0, 0]","[34, 49, -56]",None,1.33,1,0,0,2,1,1
57,0,0,-5.821679883,"shiny_soft_royalEsp_None_[2, 0, 0]_[2, 0, 0]_GUIDE_1.456_1_19",soft,shiny,-0.339883439,shiny,soft,royalEsp,None,"[2, 0, 0]","[2, 0, 0]",GUIDE,1.456,1,0,1,1,-1,-1
122,0,0,-5.80781909,"shiny_soft_gothicManor_None_[83, 0, 0]_[83, 0, 0]_TURBULENCE_0.868_0_11",soft,shiny,-0.339372844,shiny,soft,gothicManor,None,"[83, 0, 0]","[83, 0, 0]",TURBULENCE,0.868,0,0,1,1,-1,-1
21,0,0,-5.792234221,"shiny_soft_uenoShrine_None_[79, 0, 0]_[79, 0, 0]_LENNARDJ_1.133_0_0",soft,shiny,-0.338798738,shiny,soft,uenoShrine,None,"[79, 0, 0]","[79, 0, 0]",LENNARDJ,1.133,0,0,1,1,-1,-1
356,0,0,-5.775880143,"shiny_rigid_galileo_None_[25, 0, 0]_[0, -38, -42]_None_1.015_0_7",rigid,shiny,-0.338196297,shiny,rigid,galileo,None,"[25, 0, 0]","[0, -38, -42]",None,1.015,0,0,0,2,1,1
301,0,0,-5.716645888,"shiny_rigid_lobby_None_[84, 0, 0]_[-41, 44, 56]_None_1.509_2_19",rigid,shiny,-0.336014263,shiny,rigid,lobby,None,"[84, 0, 0]","[-41, 44, 56]",None,1.509,2,0,0,2,1,1
382,0,0,-5.690124026,"shiny_rigid_abandoned_None_[79, 0, 0]_[52, 0, -37]_None_1.575_2_6",rigid,shiny,-0.335037267,shiny,rigid,abandoned,None,"[79, 0, 0]","[52, 0, -37]",None,1.575,2,0,0,2,1,1
99,0,0,-5.689686446,"shiny_soft_machineShop_None_[1, 0, 0]_[1, 0, 0]_GUIDE_1.344_0_19",soft,shiny,-0.335021148,shiny,soft,machineShop,None,"[1, 0, 0]","[1, 0, 0]",GUIDE,1.344,0,0,1,1,-1,-1
240,0,0,-5.647143921,"shiny_rigid_royalEsp_None_[84, 0, 0]_[44, 0, -41]_None_1.044_0_18",rigid,shiny,-0.333453993,shiny,rigid,royalEsp,None,"[84, 0, 0]","[44, 0, -41]",None,1.044,0,0,0,2,1,1
315,0,0,-5.644244181,"shiny_rigid_lobby_None_[26, 0, 0]_[-38, 38, 49]_None_1.838_2_7",rigid,shiny,-0.333347174,shiny,rigid,lobby,None,"[26, 0, 0]","[-38, 38, 49]",None,1.838,2,0,0,2,1,1
168,0,0,-5.61158952,"shiny_soft_castel_None_[55, 0, 0]_[55, 0, 0]_FLUID_1.116_0_4",soft,shiny,-0.332144262,shiny,soft,castel,None,"[55, 0, 0]","[55, 0, 0]",FLUID,1.116,0,0,1,1,-1,-1
259,0,0,-5.60578798,"shiny_rigid_royalEsp_None_[11, 0, 0]_[-42, 53, 48]_None_1.478_1_4",rigid,shiny,-0.331930548,shiny,rigid,royalEsp,None,"[11, 0, 0]","[-42, 53, 48]",None,1.478,1,0,0,2,1,1
248,0,0,-5.588409536,"shiny_rigid_royalEsp_None_[6, 0, 0]_[-37, 35, 43]_None_1.731_1_10",rigid,shiny,-0.331290372,shiny,rigid,royalEsp,None,"[6, 0, 0]","[-37, 35, 43]",None,1.731,1,0,0,2,1,1
111,0,0,-5.535706303,"shiny_soft_lobby_None_[56, 0, 0]_[56, 0, 0]_FLUID_1.675_2_1",soft,shiny,-0.329348924,shiny,soft,lobby,None,"[56, 0, 0]","[56, 0, 0]",FLUID,1.675,2,0,1,1,-1,-1
100,0,0,-5.53257606,"shiny_soft_lobby_None_[9, 0, 0]_[9, 0, 0]_FLUID_1.94_1_2",soft,shiny,-0.329233614,shiny,soft,lobby,None,"[9, 0, 0]","[9, 0, 0]",FLUID,1.94,1,0,1,1,-1,-1
68,0,0,-5.498134891,"shiny_soft_rnl_None_[69, 0, 0]_[69, 0, 0]_LENNARDJ_1.198_1_4",soft,shiny,-0.327964891,shiny,soft,rnl,None,"[69, 0, 0]","[69, 0, 0]",LENNARDJ,1.198,1,0,1,1,-1,-1
229,0,0,-5.493229873,"shiny_rigid_uenoShrine_None_[55, 0, 0]_[0, -40, -39]_None_1.292_0_1",rigid,shiny,-0.327784203,shiny,rigid,uenoShrine,None,"[55, 0, 0]","[0, -40, -39]",None,1.292,0,0,0,2,1,1
207,0,0,-5.484181162,"shiny_rigid_uffizi_None_[64, 0, 0]_[34, 36, -32]_None_1.393_0_0",rigid,shiny,-0.327450873,shiny,rigid,uffizi,None,"[64, 0, 0]","[34, 36, -32]",None,1.393,0,0,0,2,1,1
165,0,0,-5.459764919,"shiny_soft_castel_None_[62, 0, 0]_[62, 0, 0]_TURBULENCE_1.4_0_6",soft,shiny,-0.326551442,shiny,soft,castel,None,"[62, 0, 0]","[62, 0, 0]",TURBULENCE,1.4,0,0,1,1,-1,-1
335,0,0,-5.445143605,"shiny_rigid_gothicManor_None_[37, 0, 0]_[-45, -29, 0]_None_1.731_2_19",rigid,shiny,-0.326012832,shiny,rigid,gothicManor,None,"[37, 0, 0]","[-45, -29, 0]",None,1.731,2,0,0,2,1,1
221,0,0,-5.436155203,"shiny_rigid_uenoShrine_None_[9, 0, 0]_[-55, 0, -32]_None_1.172_1_10",rigid,shiny,-0.325681722,shiny,rigid,uenoShrine,None,"[9, 0, 0]","[-55, 0, -32]",None,1.172,1,0,0,2,1,1
272,0,0,-5.435725865,"shiny_rigid_rnl_None_[3, 0, 0]_[-34, 35, -49]_None_1.268_0_15",rigid,shiny,-0.325665907,shiny,rigid,rnl,None,"[3, 0, 0]","[-34, 35, -49]",None,1.268,0,0,0,2,1,1
78,0,0,-5.425722375,"shiny_soft_rnl_None_[15, 0, 0]_[15, 0, 0]_WIND_1.167_1_13",soft,shiny,-0.325297404,shiny,soft,rnl,None,"[15, 0, 0]","[15, 0, 0]",WIND,1.167,1,0,1,1,-1,-1
257,0,0,-5.422679293,"shiny_rigid_royalEsp_None_[19, 0, 0]_[32, -43, 52]_None_1.81_1_0",rigid,shiny,-0.325185305,shiny,rigid,royalEsp,None,"[19, 0, 0]","[32, -43, 52]",None,1.81,1,0,0,2,1,1
226,0,0,-5.365028247,"shiny_rigid_uenoShrine_None_[64, 0, 0]_[51, -47, 41]_None_1.044_0_11",rigid,shiny,-0.323061592,shiny,rigid,uenoShrine,None,"[64, 0, 0]","[51, -47, 41]",None,1.044,0,0,0,2,1,1
338,0,0,-5.3550003,"shiny_rigid_gothicManor_None_[21, 0, 0]_[-31, -36, 46]_None_1.532_1_7",rigid,shiny,-0.322692189,shiny,rigid,gothicManor,None,"[21, 0, 0]","[-31, -36, 46]",None,1.532,1,0,0,2,1,1
236,0,0,-5.350934338,"shiny_rigid_uenoShrine_None_[3, 0, 0]_[-56, -50, 28]_None_1.107_0_14",rigid,shiny,-0.32254241,shiny,rigid,uenoShrine,None,"[3, 0, 0]","[-56, -50, 28]",None,1.107,0,0,0,2,1,1
161,0,0,-5.31711794,"shiny_soft_castel_None_[74, 0, 0]_[74, 0, 0]_WIND_1.211_1_1",soft,shiny,-0.321296702,shiny,soft,castel,None,"[74, 0, 0]","[74, 0, 0]",WIND,1.211,1,0,1,1,-1,-1
46,0,0,-5.317062048,"shiny_soft_royalEsp_None_[62, 0, 0]_[62, 0, 0]_MAGNET_1.86_1_4",soft,shiny,-0.321294643,shiny,soft,royalEsp,None,"[62, 0, 0]","[62, 0, 0]",MAGNET,1.86,1,0,1,1,-1,-1
86,0,0,-5.285985822,"shiny_soft_machineShop_None_[45, 0, 0]_[45, 0, 0]_FORCE_1.357_1_4",soft,shiny,-0.320149877,shiny,soft,machineShop,None,"[45, 0, 0]","[45, 0, 0]",FORCE,1.357,1,0,1,1,-1,-1
190,0,0,-5.25023221,"shiny_soft_abandoned_None_[47, 0, 0]_[47, 0, 0]_MAGNET_1.25_1_10",soft,shiny,-0.318832808,shiny,soft,abandoned,None,"[47, 0, 0]","[47, 0, 0]",MAGNET,1.25,1,0,1,1,-1,-1
77,0,0,-5.198868705,"shiny_soft_rnl_None_[22, 0, 0]_[22, 0, 0]_GUIDE_0.909_0_12",soft,shiny,-0.316940711,shiny,soft,rnl,None,"[22, 0, 0]","[22, 0, 0]",GUIDE,0.909,0,0,1,1,-1,-1
